RESULT_TAG,SID,CID,SMILES,Activity_Outcome,Activity_Score,Activity_Summary,Agonist_Activity,Agonist_Potency (uM),Agonist_Efficacy (%),Viability_Activity,Viability_Potency (uM),Viability_Efficacy (%),Sample_Source
8282,144208694,7061,CCN(CC)C1=CC=CC=C1,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8283,144208695,12463,C1=CC(=C(C(=C1Cl)Cl)Cl)Cl,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8284,144208699,7220,C1=CC2=NNN=C2C=C1,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8285,144208700,637759,CC(=O)/C=C/C1=CC=CC=C1,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8286,144208701,22420,C1CNP(=O)(OC1)N(CCCl)CCCl.O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8287,144208702,795,C1=CN=CN1,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8288,144208703,7833,C1CC2C(O2)CC1C3CO3,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8289,144208706,11957,CN(C1=CC=CC=C1)N=O,Inactive,0,inactive,inactive,,0,inactive,,0,ChemService
8290,144208710,5271566,CCOC(=O)/C=C\C(=O)OCC,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8291,144208711,10005,C(#N)N=C(N)N,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8292,144208712,21531,B(OC(C)C)(OC(C)C)OC(C)C,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8293,144208713,7391,CC(C)(C)C1CCC(CC1)O,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8294,144208715,8892,CCCCCC(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8295,144208717,8561,CCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCC,Inactive,0,inactive,inactive,,0,inactive,,0,TCI
8296,144208718,169132,CC1(CC(CC(C1)(C)CN=C=O)N=C=O)C,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8297,144208720,11123,C1=CC(=C(C=C1Cl)Cl)N,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8298,144208731,31242,CCC1=CC=C(C=C1)O,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8299,144208734,525,C(C(C(=O)O)O)C(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8300,144208735,61057,CC(C)CC(C)CC(=O)CC(C)C,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8301,144208736,23667648,C1=CC2=C(C=CC(=C2)S(=O)(=O)[O-])C=C1O.[Na+],Inactive,0,inactive,inactive,,0,inactive,,0,Sensient
8302,144208737,16013,C1=CC(=CC=C1N=NC2=C(NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Inactive,0,inactive,inactive,,0,active antagonist,31.0257,-81.018,SIGMA
8303,144208739,24309,CCCCC(CC)COC(=O)CS,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8304,144208754,6837,C1=CC=C(C=C1)C(C#N)C2=CC=CC=C2,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8305,144208755,13246,C1CCCCCC(=O)CCCCC1,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8306,144208757,1986,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8307,144208758,15767,COC1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8308,144208759,7991,CCCCC(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8309,144208760,2314,CC1(OC2=C(O1)C(=CC=C2)OC(=O)NC)C,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8310,144208761,7173,CC(C)OC(=O)COC1=C(C=C(C=C1)Cl)Cl,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8311,144208763,3639,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8312,144208769,12251,COCC(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8313,144208776,16584,C1(=C(C(=NC(=C1Cl)Cl)Cl)Cl)Cl,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8314,144208778,10707,C1=CC=C(C(=C1)[N+](=O)[O-])[N+](=O)[O-],Inactive,0,inactive,inactive,,0,active antagonist,70.4893,-75.1864,SigmaAldrich
8315,144208779,24434,[N+](=O)([O-])[O-].[K+],Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8316,144208780,998,C1=CC=C(C=C1)CC=O,Inactive,0,inactive,inactive,,0,inactive,,0,Alfa Aesar
8317,144208781,8160,CCCCOCCOC(=O)C,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8318,144208783,8184,CCCCCCCCCCCO,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8319,144208792,6269,CC1=CC=C(C=C1)S(=O)(=O)N,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8320,144208798,2206,CC1=CC(=O)N(N1C)C2=CC=CC=C2,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8321,144208799,517121,C1(=O)[N-]C(=O)N(C(=O)N1Cl)Cl.[Na+],Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8322,144208801,31215,CCOP(OCC)OCC,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8323,144208803,1480,C1=C(C(=CC(=C1Cl)Cl)Cl)OCC(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8324,144208811,7443,C1=CC(=C(C=C1[N+](=O)[O-])Cl)Cl,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8325,144208815,3039,COP(=O)(OC)OC=C(Cl)Cl,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8326,144208816,3090,CC1=NC=C(N1C)[N+](=O)[O-],Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8327,144208819,516871,C(#N)[S-].[Na+],Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8328,144208821,12101,CCC1=CC(=CC=C1)O,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8329,144208826,12348,CCCCCOC(=O)C,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8330,144208827,8200,C(COCCOCCOCCO)O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8331,144208830,6421,C(=O)(C(Cl)(Cl)Cl)O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8332,144208835,5463081,C/C=C\1/CC2CC1C=C2,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8333,144208837,996,C1=CC=C(C=C1)O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8334,144208838,11241,CC(=C)CCl,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8335,144208840,18752,COC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8336,144208842,41385,CC1=C(S(=O)(=O)CCS1(=O)=O)C,Inactive,0,inactive,inactive,,0,active antagonist,68.4697,-37.5083,ChemService
8337,144208843,9740,C(C#N)C(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8338,144208845,7603,CCNC1=CC=CC(=C1)C,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8339,144208848,10009,C1=CC(=CN=C1)N,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8340,144208852,8861,C1=CC(=NC(=C1)N)N,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8341,144208853,24066,C1C[C@@H](O[C@@H]1CO)N2C=CC(=NC2=O)N,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8342,144208855,8635,COC(=O)C1=CC=CC=C1N,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8343,144208856,6549,CC(=CCCC(C)(C=C)O)C,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8344,144208857,7489,C1=CC(=CC=C1C(=O)O)C(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8345,144208859,7040,CC1=C(C=CC=C1N=C=O)N=C=O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8346,144208860,8559,CCCOC(=O)C1=CC=CC=C1C(=O)OCCC,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8347,144208861,6124,CN(C)N=O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8348,144208865,7153,CC1=C(C=CC(=C1)Cl)OC(C)C(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,Pfaltz-Bauer
8349,144208866,11107,C1=CN=CC=C1C2=CC=NC=C2,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8350,144208867,79,C1=CC(=CN=C1)C#N,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8351,144208868,7895,CCCC(=O)C,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8352,144208870,17317,CO[Si](CCCOCC1CO1)(OC)OC,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8353,144208878,8872,CCCCCCOC(=O)C(=C)C,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8354,144208881,9473,CC(=O)OCC1=CC2=C(C=C1)OCO2,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8355,144208882,7195,C1=CC2=C(C=C1[N+](=O)[O-])NC=N2,Inactive,0,inactive,inactive,,0,inactive,,0,Acros
8356,144208888,2734161,CCCCN1C=C[N+](=C1)C.[Cl-],Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8357,144208889,11529,CCCCOC(=O)CC,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8358,144208891,7975,CC1=CC=CC=N1,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8359,144208895,8076,CCOCCO,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8360,144208896,77703,CC1=CC=C(C=C1)S(=O)(=O)N=C=O,Inactive,0,inactive,inactive,,0,inconclusive antagonist,,,SigmaAldrich
8361,144208900,978,C1=CC(=CC=C1C(=O)O)N,Inactive,0,inactive,inactive,,0,inconclusive antagonist,,,SIGMA
8362,144208902,4684,C1=CC(=CC=C1O)Cl,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8363,144208904,5324275,CC/C(=N/O)/C,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8364,144208905,7270,C1=C(C(=CC(=C1Cl)Cl)Cl)Cl,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8365,144208908,92839,CC(COC1=CC=CC=C1)O,Inactive,0,inactive,inactive,,0,inactive,,0,TCI
8366,144208910,3073,CC(C)OP(=O)(C)OC(C)C,Inactive,0,inactive,inactive,,0,inactive,,0,VWR
8367,144208912,6966,C1=C2C(=CC3=C1C(=O)OC3=O)C(=O)OC2=O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8368,144208914,936,C1=CC(=CN=C1)C(=O)N,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8369,144208915,1133,C(C(=O)O)S,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8370,144208917,643460,C/C=C/C=C/C(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8371,144208918,11251,CC(C)C(=O)C,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8372,144208919,62551,C(COCCOCCOCCOCCO)O,Inactive,0,inactive,inactive,,0,inconclusive antagonist,,,SigmaAldrich
8373,144208922,9128,C1=CC=C2C(=C1)C3=CC=CC4=C3C5=C(C=CC=C25)C=C4,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8374,144208923,6901,C(=C(Cl)Cl)(C(=C(Cl)Cl)Cl)Cl,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8375,144208924,7849,C(CBr)Cl,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8376,144208925,5280934,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8377,144208926,7335,CC1=CCC(CC1OC(=O)C)C(=C)C,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8378,144208927,3026,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8379,144208928,637090,C/C=C/C(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,Interchem
8380,144208929,9595287,CNC(=O)O/N=C(/C(=O)N(C)C)\SC,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8381,144208930,8437,C1=CC=C(C=C1)C(=O)OCCOCCOC(=O)C2=CC=CC=C2,Inactive,0,inactive,inactive,,0,inactive,,0,Sensient
8382,144208933,8038,CC(C)COC(=O)C,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8383,144208935,6998,C1=CC=C(C(=C1)C=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8384,144208938,8326,C12=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)OC2=O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8385,144208940,3485,C(CC=O)CC=O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8386,144208943,5541,CC(=O)OCC(COC(=O)C)OC(=O)C,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8387,144208944,17049,CCCCOCC1CO1,Inactive,0,inactive,inactive,,0,inconclusive antagonist,,,SIGMA
8388,144208946,7916,CC(=C)OC(=O)C,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8389,144208948,7416,C1=CC=C(C=C1)[N+](=O)[O-],Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8390,144208949,1486,C1=CC(=C(C=C1Cl)Cl)OCC(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8391,144208950,71485,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CCl)O)O)CCl)O)O)Cl)O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8392,144208952,7729,C1=CC(=CC=C1N=O)O,Inactive,0,inactive,inactive,,0,active antagonist,44.737,-63.2984,City Chemical
8393,144208957,7274,CC(=C)C(=O)OCC=C,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8394,144208958,440968,CC1=CC[C@H]2C[C@@H]1C2(C)C,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8395,144208959,5641,CCOC(=O)N,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8396,144208961,13618,C1=CC(=C(C(=C1Cl)O)Cl)Cl,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8397,144208962,10722,CC1=CC=CC=C1C=O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8398,144208964,7670,CCNC1=CC=CC=C1,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8399,144208966,7002,CC1=CC=CC2=CC=CC=C12,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8400,144208967,444972,C(=C/C(=O)O)\C(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8401,144208968,10555,CC(=CCl)C,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8402,144208969,7582,C1CCC(CC1)NC2CCCCC2,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8403,144208971,8303,C(=O)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8404,144208974,6433384,C1=CC(=C(C=C1[N+](=O)[O-])S(=O)(=O)[O-])/C=C/C2=C(C=C(C=C2)[N+](=O)[O-])S(=O)(=O)[O-].[Na+].[Na+],Inactive,0,inactive,inactive,,0,inactive,,0,Sensient
8405,144208976,5192,C(CCCCC(=O)O)CCCC(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8406,144208980,1639,C1=NNC(=N1)N,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8407,144208981,637796,C/C=C/C1=CC2=C(C=C1)OCO2,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8408,144208984,5324278,CCC/C=N/O,Inactive,0,inactive,inactive,,0,inactive,,0,Alfa Aesar
8409,144208986,20686,CC(CCC#N)C#N,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8410,144208988,8192,CCCCCCCCCCCCCl,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8411,144208991,8404,C1CCC2=CC=CC=C2C1,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8412,144208992,18689,CCC(COC(=O)C(=C)C)(COC(=O)C(=C)C)COC(=O)C(=C)C,Inactive,0,inactive,inactive,,0,inactive,,0,TCI
8413,144208997,8144,CCCCCCCCS,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8414,144209002,637511,C1=CC=C(C=C1)/C=C/C=O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8415,144209005,8314,CCC(C)C(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8416,144209009,8361,C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8417,144209010,1030,CC(CO)O,Inactive,0,inactive,inactive,,0,inactive,,0,FLUKA
8418,144209011,949,CN(C)C1=CC=CC=C1,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8419,144209012,89594,CN1CCC[C@H]1C2=CN=CC=C2,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8420,144209013,3690,C1CN(P(=O)(OC1)NCCCl)CCCl,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8421,144209014,14130,CCOC1=CC=C(C=C1)NC(=O)CC(C)O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8422,144209016,22311,CC1=CCC(CC1)C(=C)C,Inactive,0,inactive,inactive,,0,inactive,,0,Sensient
8423,144209018,8178,COCCOCCOCCO,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8424,144209019,7902,CN(C)CCO,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8425,144209024,8785,CC(=O)OCC1=CC=CC=C1,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8426,144209028,8094,CCCCCCC(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8427,144209029,10687,CC1=C(C(=CC=C1)O)C,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8428,144209030,7150,COC(=O)C1=CC=CC=C1,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8429,144209031,8462,C1=CC(=C(C=C1C(F)(F)F)[N+](=O)[O-])Cl,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8430,144209035,12679,CN(C)P(=O)(N(C)C)N(C)C,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8431,144209038,162461,CC1=C(C=CC(=C1)OC)NC2=CC=CC=C2,Inactive,0,inactive,inactive,,0,inactive,,0,Sensient
8432,144209040,8209,CCCCCCCCCCCCCCO,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8433,144209043,21277,C1=CC(=CC=C1C(Cl)(Cl)Cl)Cl,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8434,144209044,47866,C1CC1NC2=NC(=NC(=N2)N)N,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8435,144209045,8427,CC(C(=O)O)OC1=C(C=C(C=C1)Cl)Cl,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8436,144209046,2478,CS(=O)(=O)OCCCCOS(=O)(=O)C,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8437,144209047,5462814,C(=O)(N)/N=N/C(=O)N,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8438,144209048,54680782,C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O.Cl,Inactive,0,inactive,inactive,,0,inconclusive antagonist,,,SigmaAldrich
8439,144209050,11005,CCCCCCCCCCCCCC(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8440,144209051,7222,C1=CC=C2C(=C1)N=CS2,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8441,144209052,19188,C1=CC=C(C=C1)OCC(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8442,144209053,11813,CC1=C(C=CC=C1[N+](=O)[O-])[N+](=O)[O-],Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8443,144209056,3437714,CC1=CC2C3CC(C2C1)C=C3C,Inactive,0,inactive,inactive,,0,inactive,,0,Alfa Aesar
8444,144209057,29327,CN(C(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O)CO)O)O)N=O,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8445,144209058,12130,CCCN(CCC)N=O,Inactive,0,inactive,inactive,,0,inactive,,0,ChemService
8446,144209059,14899,CC(C)CCCCCCCOC(=O)C=C,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8447,144209060,12002,C1=CC(=C(C=C1Br)Br)Br,Inactive,0,inactive,inactive,,0,inactive,,0,Alfa Aesar
8448,144209061,8372,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8449,144209065,7395,CS(=O)(=O)C1=CC=C(C=C1)Cl,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8450,144209067,8363,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8451,144209068,667493,CC1=CC(=O)NC(=S)N1,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8452,144209071,2723790,C(=S)(N)N,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8453,144209072,6781,CCOC(=O)C1=CC=CC=C1C(=O)OCC,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8454,144209073,16562,CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8455,144209074,135408793,C1=CC=C2C(=C1)C(=O)NN=N2,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8456,144209076,6950,CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])O,Inactive,0,inactive,inactive,,0,inactive,,0,ChemService
8457,144209078,5143,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8458,144209079,15600,CCCCCCCCCC,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8459,144209086,8400,C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8460,144209087,66,C1=CC(=C(C=C1Cl)O)Cl,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8461,144209088,7289,C(C(CCl)O)Cl,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8462,144209090,237332,C1=C(OC(=C1)C=O)CO,Inactive,0,inactive,inactive,,0,inactive,,0,Pfaltz-Bauer
8463,144209091,11432,C1=NN=CN1N,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8464,144209092,5283349,CCCCC/C=C/C=C/C=O,Inactive,0,inactive,inactive,,0,inactive,,0,Alfa Aesar
8465,144209093,7026,CN(C)CC1=CC(=C(C(=C1)CN(C)C)O)CN(C)C,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8466,144209095,17730,C1=CC(=CC=C1N=NC2=C(C=CC3=C2C=CC(=C3)S(=O)(=O)[O-])O)S(=O)(=O)[O-].[Na+].[Na+],Inactive,0,inactive,inactive,,0,active antagonist,32.2613,-98.7575,SIGMA
8467,144209096,16278,CC(=O)CC(=O)N(C)C,Inactive,0,inactive,inactive,,0,inactive,,0,Sensient
8468,144209097,7488,C1=CC(=CC=C1C(=O)Cl)C(=O)Cl,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8469,144209098,13583,CCCCCCCCCCCCN,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8470,144209099,6327114,CO[P+](=O)OC,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8471,144209100,13522,CCO[Si](CCC#N)(OCC)OCC,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8472,144209101,8906,CCCCCCCCCCCCOC(=O)C(=C)C,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8473,144209102,6758,CC(=C)[C@H]1CC2=C(O1)C=CC3=C2O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC,Inactive,0,inactive,inactive,,0,active antagonist,0.119668,-79.0119,SIGMA
8474,144209103,5987,NS(=O)(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8475,144209107,7375,C1=CC(=CC(=C1)N)C(F)(F)F,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8476,144209110,12329,COC(=O)CCCCC(=O)OC,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8477,144209112,7355,CC(=C)C(=O)OCCOC(=O)C(=C)C,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8478,144209114,71157,CC1=C(C(=CC=C1)C)NC(=O)CN2CCCC2=O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8479,144209115,32933,CCCCCCCCCCC=CC1CC(=O)OC1=O,Inactive,0,inactive,inactive,,0,inactive,,0,Sensient
8480,144209116,1110,C(CC(=O)O)C(=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8481,144209118,7269,CC1=CC(=C(C=C1C)C)C,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8482,144209119,8285,C(C(CO)(CO)CO)O,Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8483,144209120,23667638,C1(=NC(=O)N(C(=O)N1Cl)Cl)[O-].O.O.[Na+],Inactive,0,inactive,inactive,,0,inactive,,0,SigmaAldrich
8484,144209121,27461,C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Na+].[Fe+3],Inactive,0,inactive,inactive,,0,inactive,,0,Alfa Aesar
8485,144209122,6604200,C1C(=O)NC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-],Inactive,0,inactive,inactive,,0,active antagonist,28.9784,-91.7096,SigmaAldrich
8486,144209123,1183,COC1=C(C=CC(=C1)C=O)O,Inactive,0,inactive,inactive,,0,inactive,,0,SIGMA
8487,144209126,15106,C1=CC=C2C(=C1)C=CC=C2NCCN.Cl.Cl,Inactive,0,inactive,inactive,,0,active antagonist,59.4125,-106.16,SIGMA
