RESULT_TAG,SID,CID,SMILES,Activity_Outcome,Activity_Score,Activity_Summary,Agonist_Activity,Agonist_Potency (uM),Agonist_Efficacy (%),Viability_Activity,Viability_Potency (uM),Viability_Efficacy (%),Sample_Source
1015,144211171,6129,CNC(=O)OC1=CC=CC2=CC=CC=C21,Active,42,active agonist,active agonist,57.71097463,45.83130294,inactive,,0,SIGMA
1016,144211334,83975,CC(=CC1C(C1(C)C)C(=O)OCN2C(=O)C3=C(C2=O)CCCC3)C,Active,42,active agonist,active agonist,57.71097463,47.92120302,inactive,,0,RIEDEL
1017,144211572,91692,C1CCC(C1)N(CC2=CC=C(C=C2)Cl)C(=O)NC3=CC=CC=C3,Active,42,active agonist,active agonist,57.71097463,44.21301773,inconclusive antagonist,68.5896,-39.2612,SIGMA
1018,144213122,8640,C1=CC=C2C(=C1)C=CC=C2N,Active,42,active agonist,active agonist,57.71097463,48.79313333,inactive,,0,Enamine
1019,144213182,8572,C1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2)O)O,Active,42,active agonist,active agonist,57.71097463,47.59513719,inactive,,0,SIGMA
1020,144207436,7062,CCN(CC)C1=CC(=CC=C1)O,Active,43,active agonist,active agonist,57.76757834,53.18083515,inactive,,0,SIGMA
1021,144208255,9147,C1C2=CC=CC3=C2C4=C(C=CC=C41)C=C3,Active,41,active agonist,active agonist,57.82535073,22.20834949,inactive,,0,SIGMA
1022,144209205,53518,CCOC(=O)C(C)OC1=CC=C(C=C1)OC2=CN=C3C=C(C=CC3=N2)Cl,Active,41,active agonist,active agonist,57.99872561,23.42745991,inactive,,0,SigmaAldrich
1023,144210634,62311,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)OC)N.Cl.Cl,Active,42,active agonist,active agonist,58.34384327,52.10914335,inactive,,0,SIGMA
1024,144210154,74867,CC(=O)C1=CC2=C(C=CC3=CC=CC=C32)C=C1,Active,46,active agonist,active agonist,58.47026331,118.1929858,inactive,,0,SIGMA
1025,144212684,5281055,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3.C(=C\C(=O)O)\C(=O)O,Active,41,active agonist,active agonist,58.47026331,21.3495789,inactive,,0,LightBiologicals
1026,144208636,3120,CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,Active,41,active agonist,active agonist,58.64960464,34.22436517,inactive,,0,SigmaAldrich
1027,144211078,73675,C[Si](CN1C=NC=N1)(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F,Active,45,active agonist,active agonist,58.82903739,108.8660744,inconclusive antagonist,68.5896,-37.728,SIGMA
1028,144211176,43234,CCCC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl,Active,45,active agonist,active agonist,58.82903739,96.79428903,inconclusive antagonist,68.5896,-36.8127,SIGMA
1029,144212912,75547,C1C2=CC=CC=C2C3=C1C=C(C=C3)O,Active,45,active agonist,active agonist,58.82903739,107.9818073,inactive,,0,SIGMA
1030,144210401,16043,CC(C)(C)C1=C(C=CC(=C1)O)O,Active,44,active agonist,active agonist,58.82903739,87.75477424,inactive,,0,SIGMA
1031,144210985,29732,CC(C)OC1=C(C=C(C(=C1)N2C(=O)OC(=N2)C(C)(C)C)Cl)Cl,Active,43,active agonist,active agonist,58.82903739,68.06799219,inactive,,0,SIGMA
1032,144212042,22833,COC1=CC(=C(C=C1N)OC)Cl,Active,43,active agonist,active agonist,58.82903739,63.41808091,inactive,,0,SIGMA
1033,144212095,5392,COP(=S)(OC)OC1=CC=C(C=C1)SC2=CC=C(C=C2)OP(=S)(OC)OC,Active,42,active agonist,active agonist,58.82903739,51.3869496,inactive,,0,SIGMA
1034,251919710,16248,CC1=CC(=CC(=C1SC)C)OC(=O)NC,Active,42,active agonist,active agonist,58.82903739,45.83664856,inactive,,0,Sigma Chemical Company
1035,144210324,6506,CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)O,Active,41,active agonist,active agonist,58.82903739,22.30989275,inactive,,0,SIGMA
1036,144210601,1775,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,Active,41,active agonist,active agonist,58.82903739,20.391072,inactive,,0,SIGMA
1037,144211545,61594,C1CCC(C1)C2=C(C=CC(=C2)Cl)O,Active,41,active agonist,active agonist,58.82903739,26.89295898,inactive,,0,Toronto Research
1038,144211983,6621,C1=CC=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)Cl,Active,41,active agonist,active agonist,58.82903739,23.30622481,inactive,,0,SIGMA
1039,144211860,104143,COC1=CC(=C(C=C1N)OC)S(=O)(=O)NC2=CC=CC=C2,Active,41,active agonist,active agonist,58.82903739,33.53884241,inactive,,0,LightBiologicals
1040,251919697,22419268,CCC1=C(C(=C(C=C1C)N)CC)N,Active,41,active agonist,active agonist,58.82903739,20.97604032,inactive,,0,AK Scientific
1041,144207864,11112,C1=CC(=CN=C1)C(=O)NN,Active,41,active agonist,active agonist,59.00856141,22.6473875,inactive,,0,SigmaAldrich
1042,144207655,17593,CC1=C(C(=CC=C1)N)N,Active,43,active agonist,active agonist,59.08484513,71.0430054,inactive,,0,SigmaAldrich
1043,144208461,6635,C1=CC(=CC=C1OS(=O)(=O)C2=CC=C(C=C2)Cl)Cl,Active,43,active agonist,active agonist,59.60763154,62.95635889,inactive,,0,ChemService
1044,144208667,43234,CCCC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl,Active,44,active agonist,active agonist,59.90754395,79.39070769,inconclusive antagonist,69.8471,-34.5012,SIGMA
1045,144208483,8572,C1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2)O)O,Active,41,active agonist,active agonist,59.96755651,31.39534703,inactive,,0,SigmaAldrich
1046,144213964,7381,CC(C)(C)C1=CC(=C(C=C1)O)O,Active,43,active agonist,active agonist,59.96876092,57.31323836,inactive,,0,Enamine
1047,144208231,10220256,COC1=CC(=O)O[C@H](C1)CCC2=CC=CC=C2,Active,44,active agonist,active agonist,60.0664267,93.18712504,inactive,,0,Cerilliant
1048,144209075,29732,CC(C)OC1=C(C=C(C(=C1)N2C(=O)OC(=N2)C(C)(C)C)Cl)Cl,Active,43,active agonist,active agonist,60.26126729,60.18497188,inactive,,0,SigmaAldrich
1049,144207707,4594,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,Active,42,active agonist,active agonist,60.38532545,55.73217588,inconclusive antagonist,67.7534,-36.1037,TCI
1050,144209034,6129,CNC(=O)OC1=CC=CC2=CC=CC=C21,Active,42,active agonist,active agonist,60.57149238,45.87943669,inactive,,0,SigmaAldrich
1051,144209271,7013,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32,Active,45,active agonist,active agonist,60.76243915,97.89388732,inactive,,0,SIGMA
1052,144211652,15969,COC(=O)NC1=CC(=C(C=C1)Cl)Cl,Active,42,active agonist,active agonist,60.81986334,39.85882437,inactive,,0,Crescent
1053,144213105,3613389,C1=CC(=C(C=C1[N+](=O)[O-])N)O,Active,41,active agonist,active agonist,60.81986334,37.54925453,active antagonist,45.6085,-57.47,SIGMA
1054,144213449,6777,C1CCC(CC1)OC(=O)C2=CC=CC=C2C(=O)OC3CCCCC3,Active,42,active agonist,active agonist,60.83530532,53.54619328,inconclusive antagonist,68.2583,-36.0933,SIGMA
1055,144208717,8561,CCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCC,Active,42,active agonist,active agonist,60.94411229,49.4798472,inactive,,0,TCI
1056,144209396,60962,C1=CC=C(C=C1)NN.Cl,Active,43,active agonist,active agonist,61.00625258,73.83400058,inactive,,0,SigmaAldrich
1057,144213224,22584,C1=CC(=C(C=C1N)Cl)N.OS(=O)(=O)O,Active,44,active agonist,active agonist,61.13056486,80.46736158,inactive,,0,SIGMA
1058,144212074,42981,CCCCCCCCCCCCN1CCCCCC1=O,Active,43,active agonist,active agonist,61.13056486,68.70321948,inactive,,0,Sigma DiscoveryCPR
1059,144211390,86429,CC(C)N(C1=CC=C(C=C1)F)C(=O)COC2=NN=C(S2)C(F)(F)F,Active,42,active agonist,active agonist,61.13056486,43.31532016,inactive,,0,SIGMA
1060,144211806,85821,CCCCCCC(C)NC1=CC=C(C=C1)NC2=CC=CC=C2,Active,42,active agonist,active agonist,61.13056486,52.92279777,inactive,,0,LightBiologicals
1061,144212236,38283,CC(=CC1C(C1(C)C)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C,Active,42,active agonist,active agonist,61.13056486,40.87014369,inactive,,0,LightBiologicals
1062,144212153,6893,CC1=C(C(=CC=C1)N)C,Active,42,active agonist,active agonist,61.13056486,53.68825815,inactive,,0,TCI
1063,144212262,70801,CC1=NN(C(=C1)N)C2=CC=CC=C2,Active,42,active agonist,active agonist,61.13056486,43.48742797,inactive,,0,LightBiologicals
1064,144210854,3397,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,Active,41,active agonist,active agonist,61.13056486,33.31505845,active antagonist,61.1306,-33.348,SIGMA
1065,144211767,6694,CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](CC)CC)C=C3O2)C4=CC=CC=C4C(=O)O.[Cl-],Active,41,active agonist,active agonist,61.13056486,36.67601188,active antagonist,7.69588,-116.11,SIGMA
1066,144211571,53672,CCOC(=O)COC(=O)C1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-],Active,41,active agonist,active agonist,61.13056486,39,inactive,,0,SIGMA
1067,144211532,7219,C1C=CC2=CC=CC=C21,Active,41,active agonist,active agonist,61.13056486,23.99908558,inactive,,0,SIGMA
1068,144212133,109029,CC1=NN(C(=O)C1)C2=CC=C(C=C2)C(=O)O,Active,41,active agonist,active agonist,61.13056486,37.93567114,inactive,,0,SIGMA
1069,144212117,92238,CC1(CN(NC1=O)C2=CC=CC=C2)CO,Active,41,active agonist,active agonist,61.13056486,20.78545031,inactive,,0,Sigma DiscoveryCPR
1070,144213822,75576,C1=CC=C(C(=C1)CC2=CC=C(C=C2)O)O,Active,41,active agonist,active agonist,61.13056486,38.78363173,inactive,,0,Sigma DiscoveryCPR
1071,251919688,13257,CC1=C2C=CC3=CC=CC=C3C2=CC=C1,Active,41,active agonist,active agonist,61.13056486,39.35544394,inactive,,0,"ChemService, Inc."
1072,144212024,86171,CCC(CC1=CC=CC=C1)(C(=O)C2=CC=C(C=C2)N3CCOCC3)N(C)C,Active,43,active agonist,active agonist,61.13056486,62.79948173,inconclusive antagonist,68.5896,-35.7052,SIGMA
1073,144211188,176879,CC(C)OC(=O)NNC1=C(C=CC(=C1)C2=CC=CC=C2)OC,Active,42,active agonist,active agonist,61.29322261,56.16851603,inactive,,0,Chemservice
1074,144208965,4114,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,Active,42,active agonist,active agonist,61.50375431,48.7646197,inactive,,0,SIGMA
1075,144208439,1752,CCCCCCCCCC1=CC=C(C=C1)O,Active,41,active agonist,active agonist,61.75275727,36.27507154,active antagonist,55.0372,-40.0552,SIGMA
1076,144207513,1548943,CC(C)/C=C/CCCCC(=O)NCC1=CC(=C(C=C1)O)OC,Active,41,active agonist,active agonist,61.84628783,26.09475642,inactive,,0,SIGMA
1077,144207593,8442,CCCCCCCCS(=O)C(C)CC1=CC2=C(C=C1)OCO2,Active,45,active agonist,active agonist,62.31362547,113.4668211,inactive,,0,ChemService
1078,144208921,7577,C1=CC(=CC=C1CC2=CC=C(C=C2)N)N,Active,41,active agonist,active agonist,62.48995948,32.2481573,inactive,,0,SIGMA
1079,144207342,11443,CC1=C(C=C(C=C1)N=C=O)N=C=O,Active,42,active agonist,active agonist,62.68800606,46.5038358,inactive,,0,Sensient
1080,144209318,7005,C1=CC=C2C(=C1)C=CC=C2O,Active,42,active agonist,active agonist,62.75043913,57.01959921,inactive,,0,SIGMA
1081,144208551,6732,CC(C)(C)C(=O)C1C(=O)C2=CC=CC=C2C1=O,Active,41,active agonist,active agonist,62.87669428,31.36653026,active antagonist,48.0643,-52.7222,SIGMA
1082,144210187,7381,CC(C)(C)C1=CC(=C(C=C1)O)O,Active,42,active agonist,active agonist,63.18776017,58.99391989,inactive,,0,SIGMA
1083,144211735,1548887,CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,Active,42,active agonist,active agonist,63.52213339,55.69949518,inactive,,0,LightBiologicals
1084,144213634,6732,CC(C)(C)C(=O)C1C(=O)C2=CC=CC=C2C1=O,Active,41,active agonist,active agonist,63.52213339,23.22567739,active antagonist,61.1306,-34.9164,SIGMA
1085,144213392,7013,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32,Active,43,active agonist,active agonist,64.75277855,83.82816157,inactive,,0,SIGMA
1086,144210128,541,C1=CC(=CC=C1C=O)[N+](=O)[O-],Active,42,active agonist,active agonist,65.14808087,48.62009276,inactive,,0,SIGMA
1087,144211311,86222,CCOC(=O)C(CC1=CC(=C(C=C1Cl)F)N2C(=O)N(C(=N2)C)C(F)F)Cl,Active,40,active agonist,active agonist,66.0072656,22.17212223,inactive,,0,ChemService
1088,144210189,2347,CCCCOC(=O)C1=CC=CC=C1C(=O)OCC2=CC=CC=C2,Active,41,active agonist,active agonist,68.45014123,39.23703005,inactive,,0,SIGMA
1089,144210560,9895468,CN(C)C(=O)[C@@H]1C[C@H](CN1[C@]2(C3=C(C=CC(=C3)Cl)N(C2=O)S(=O)(=O)C4=C(C=C(C=C4)OC)OC)C5=CC=CC=C5OC)O,Active,41,active agonist,active agonist,68.5896219,36.27421313,active antagonist,14.2208,-61.6265,Pharma
1090,144213928,13109,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,Active,40,active agonist,active agonist,71.27300592,23.11834525,inactive,,0,LightBiologicals
1091,144211781,67277,C1=CC=C2C=C(C(=CC2=C1)C(=O)NC3=CC(=CC=C3)[N+](=O)[O-])O,Inconclusive,30,inconclusive agonist,active agonist,,19.5,active antagonist,8.30982,-53.7602,LightBiologicals
1092,144213455,37123,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC=C(C=C2)Cl)F,Inconclusive,30,inconclusive agonist,active agonist,,18.69496077,inactive,,0,LightBiologicals
1093,170464914,4030,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,Inconclusive,30,inconclusive agonist,active agonist,,18.4012032,inconclusive antagonist,,,Microsource
1094,144210441,12902,CC(C)(C)C1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,Inconclusive,30,inconclusive agonist,active agonist,,19.30386338,inactive,,0,SIGMA
1095,144210799,7547,C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)Cl)Cl,Inconclusive,30,inconclusive agonist,active agonist,,19.85651249,active antagonist,12.6743,-61.8788,SIGMA
1096,144208215,232446,C1CCC(CC1)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,Inconclusive,30,inconclusive agonist,active agonist,,17.21330987,active antagonist,55.732,-42.0252,SigmaAldrich
1097,251919895,92278,CCN(CCC#N)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)[N+](=O)[O-],Inconclusive,30,inconclusive agonist,active agonist,,17.8508569,inactive,,0,Sigma Chemical Company
1098,170466833,6780,C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3C2=O,Inconclusive,30,inconclusive agonist,active agonist,,18.5,inactive,,0,Vitas
1099,144212617,2082,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,Inconclusive,30,inconclusive agonist,active agonist,,17.21452019,inactive,,0,SIGMA
1100,144213181,9352,CC(=O)NC1=CC2=C(C=C1)C3=C(C2)C=C(C=C3)NC(=O)C,Inconclusive,30,inconclusive agonist,active agonist,,19.61602114,inactive,,0,LightBiologicals
1101,170466118,3060974,CC1=CC(=C(C(=C1)C)N=C2C=C3C4=CC(=C(C=C4CCN3C(=O)N2C)OC)OC)C.Cl,Inconclusive,30,inconclusive agonist,active agonist,,18.83643703,inactive,,0,Tocris
1102,170465970,2898,CC(=O)OC1=CC=C(C=C1)C(=C2CCCCC2)C3=CC=C(C=C3)OC(=O)C,Inconclusive,30,inconclusive agonist,active agonist,,17.14954975,inactive,,0,Tocris
1103,144211462,115268,C1C[N+]2=CC=CC=C2C3=CC=CC=[N+]31.O.[Br-].[Br-],Inconclusive,30,inconclusive agonist,active agonist,,17.65904043,active antagonist,26.6032,-55.996,ChemService
1104,144212527,15967,CC1=CC(=C(C(=C1)C(C)(C)C)OC(=O)NC)C(C)(C)C,Inconclusive,30,inconclusive agonist,active agonist,,18.18112302,inactive,,0,LightBiologicals
1105,144209255,5757,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,Inconclusive,30,inconclusive agonist,active agonist,,19.02909977,inactive,,0,TCI
1106,144210272,,,Inconclusive,30,inconclusive agonist,active agonist,,17.50298513,inactive,,0,NTP-MRI Repository
1107,170466531,15583,C1C(C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)CBr,Inconclusive,30,inconclusive agonist,active agonist,,19.48940137,inactive,,0,SIGMA
1108,144210938,138394051,[C@H]12[C@H]([C@H]3[C@@H]([C@@H]1Cl)O3)C4(C(=C([C@]2(C4(Cl)Cl)Cl)Cl)Cl)Cl,Inconclusive,30,inconclusive agonist,active agonist,,19.00870771,inactive,,0,SIGMA
1109,144210980,991,CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],Inconclusive,30,inconclusive agonist,active agonist,,16.83683485,inactive,,0,SIGMA
1110,144212324,3086172,CC1([C@@H]([C@@H]1C(=O)O[C@@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,Inconclusive,30,inconclusive agonist,active agonist,,19.13653022,inactive,,0,LightBiologicals
1111,144207241,15965,C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)N,Inconclusive,30,inconclusive agonist,active agonist,,19.68365698,inactive,,0,SIGMA
1112,144208080,5354284,CC1=CC(=O)OC2=CC(=CC(=C12)O)O,Inconclusive,30,inconclusive agonist,active agonist,,16.61683211,inconclusive agonist,54.6489,54.7544,SIGMA
1113,144208833,6295,CCC1=CC=C(C=C1)C(C2=CC=C(C=C2)CC)C(Cl)Cl,Inconclusive,30,inconclusive agonist,active agonist,,19.83013164,inactive,,0,SIGMA
1114,144209064,2728,CC(C)OC(=O)NC1=CC(=CC=C1)Cl,Inconclusive,30,inconclusive agonist,active agonist,,19.62545578,inactive,,0,SIGMA
1115,144210291,,,Inconclusive,30,inconclusive agonist,active agonist,,18.12279943,inactive,,0,NTP-MRI Repository
1116,170466298,70882,CCC1=NC(=C2C=C(C(=CC2=C1)OC)OC)CC3=CC=CC=C3,Inconclusive,30,inconclusive agonist,active agonist,,19.25831066,inactive,,0,GVK
1117,251919801,118327,CCC(C)C1=C(C(=CC(=C1)C(C)(C)C)N2N=C3C=CC=CC3=N2)O,Inconclusive,30,inconclusive agonist,active agonist,,16.2354801,inactive,,0,LightBiologicals
1118,170466525,73334,CCNC(=O)N1CCN(CC1)CCCC(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F.Cl,Inconclusive,30,inconclusive agonist,active agonist,,19.01577458,active antagonist,19.9496,-57.5153,Tocris
1119,170466802,3120,CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,Inconclusive,30,inconclusive agonist,active agonist,,19.17392168,inactive,,0,Vitas
1120,170465242,5732,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,Inconclusive,30,inconclusive agonist,active agonist,,18.33203699,inconclusive antagonist,,,Sequoia
1121,170466657,2912,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,Inconclusive,30,inconclusive agonist,active agonist,,19.37262499,inactive,,0,Enzo
1122,170466269,10832,C1=CC=C(C=C1)NC2=NC=NC(=N2)N,Inconclusive,30,inconclusive agonist,active agonist,,19.84634385,inactive,,0,Labotest
1123,144205501,17931,CN1C(=S)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,Inconclusive,30,inconclusive agonist,active agonist,,16.53562467,inactive,,0,Specs
1124,170466194,72098,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)CC(=O)N4C5=CC=CC=C5SC6=CC=CC=C64,Inconclusive,30,inconclusive agonist,active agonist,,17.01717368,inactive,,0,Vitas
1125,144214043,3289,CCCSP(=O)(OCC)SCCC,Inconclusive,30,inconclusive agonist,active agonist,,18.79458729,inactive,,0,LightBiologicals
1126,170465388,6437380,CCCCN(CCCC)CC(C1=CC(=CC\2=C1C3=C(/C2=C/C4=CC=C(C=C4)Cl)C=C(C=C3)Cl)Cl)O,Inconclusive,30,inconclusive agonist,active agonist,,19.24593647,inconclusive antagonist,33.4915,-51.6254,SIGMA
1127,170465610,71454,C1=CC(=CC(=C1)Cl)C(C2=CC3=C(C=C2)N=CN3)N4C=CN=C4.Cl,Inconclusive,30,inconclusive agonist,active agonist,,17.05394554,inactive,,0,Tocris
1128,170465081,4659569,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],Inconclusive,30,inconclusive agonist,active agonist,,19.17694933,active antagonist,33.4915,-33.7922,Sequoia
1129,170466673,19750,C1=CC(=CC=C1C(=O)CCCCl)F,Inconclusive,30,inconclusive agonist,active agonist,,18.24720006,inactive,,0,GVK
1130,170466695,77547,CCOC(=O)C1=CC(=C(C=C1)O)O,Inconclusive,30,inconclusive agonist,active agonist,,18.18054888,inactive,,0,GVK
1131,144210343,992,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,Inconclusive,30,inconclusive agonist,active agonist,,18.50986639,inactive,,0,Enamine
1132,144210791,41384,CCCCN(CCCC)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C,Inconclusive,30,inconclusive agonist,active agonist,,19.95629081,inactive,,0,LightBiologicals
1133,144210852,3589,C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl,Inconclusive,30,inconclusive agonist,active agonist,,17.11219315,inactive,,0,LightBiologicals
1134,144211259,2775,COC1=CC2=C(C=CC(=O)O2)C(=C1)OC,Inconclusive,30,inconclusive agonist,active agonist,,16.51839261,inactive,,0,SIGMA
1135,144211745,267210,COC(=O)C1(C2=CC=CC=C2C3=CC=CC=C31)O,Inconclusive,30,inconclusive agonist,active agonist,,18.58092647,inactive,,0,LightBiologicals
1136,144212748,41632,CC1=CC=CC=C1C(=O)NC2=CC(=CC=C2)OC(C)C,Inconclusive,30,inconclusive agonist,active agonist,,16.96447326,inactive,,0,SIGMA
1137,144213839,26176,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,Inconclusive,30,inconclusive agonist,active agonist,,16.38796101,inactive,,0,SIGMA
1138,144209270,12310947,C1[C@@H]2C=C[C@H]1[C@H]3[C@@H]2[C@]4(C(=C([C@@]3(C4(Cl)Cl)Cl)Cl)Cl)Cl,Inconclusive,30,inconclusive agonist,active agonist,,18.0599767,inactive,,0,SIGMA
1139,144210163,73848,C1=CC=C2C(=C1)C=C3C=CC=CC3=C2CO,Inconclusive,30,inconclusive agonist,active agonist,,18.86619107,inactive,,0,SIGMA
1140,144210289,,,Inconclusive,30,inconclusive agonist,active agonist,,18.20250372,inactive,,0,NTP-MRI Repository
1141,251919650,7492,C1=CC(=CC=C1[N+](=O)[O-])[N+](=O)[O-],Inconclusive,30,inconclusive agonist,active agonist,,19.96291808,active antagonist,58.829,-71.4835,Sigma Chemical Company
1142,251919649,6800,CCC1=C(C(=C(C(=C1Br)Br)Br)Br)Br,Inconclusive,30,inconclusive agonist,active agonist,,17.51215592,inactive,,0,Sigma Chemical Company
1143,144210329,7456,COC(=O)C1=CC=C(C=C1)O,Inconclusive,30,inconclusive agonist,active agonist,,17.93526401,inactive,,0,Enamine
1144,144211091,2319,CCCCN(CC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],Inconclusive,30,inconclusive agonist,active agonist,,17.86258863,inactive,,0,SIGMA
1145,144211100,66885,C1=CC(=CC(=C1)OCCO)OCCO,Inconclusive,30,inconclusive agonist,active agonist,,19.57825757,inactive,,0,LightBiologicals
1146,144211124,4929,CC(C)NC1=NC(=NC(=N1)SC)NC(C)C,Inconclusive,30,inconclusive agonist,active agonist,,18.27701003,inactive,,0,SIGMA
1147,144211463,11826859,CC(C)(C(=O)OCC=C)OC(=O)C1=C(C=CC(=C1)N2C(=O)C=C(N(C2=O)C)C(F)(F)F)Cl,Inconclusive,30,inconclusive agonist,active agonist,,18.58338541,inactive,,0,SIGMA
1148,144211487,28780,CCCCNC(=O)N1C2=CC=CC=C2N=C1NC(=O)OC,Inconclusive,30,inconclusive agonist,active agonist,,19.81861183,inactive,,0,SIGMA
1149,144211578,6733,CC(C)CC(=O)C1C(=O)C2=CC=CC=C2C1=O,Inconclusive,30,inconclusive agonist,active agonist,,18.82664301,inactive,,0,SIGMA
1150,144212702,1268142,C[C@@H]1CC(=O)C=C2[C@]1(C[C@@H](CC2)C(=C)C)C,Inconclusive,30,inconclusive agonist,active agonist,,19.83517438,inactive,,0,SIGMA
1151,144213233,11860,C1=C(C=C(C(=C1Cl)N)Cl)N,Inconclusive,30,inconclusive agonist,active agonist,,18.10516511,inactive,,0,SIGMA
1152,144212780,5365976,CC1=CCCC(C1/C=C/C(=O)CCC=C)(C)C,Inconclusive,30,inconclusive agonist,active agonist,,18.33112485,inactive,,0,SIGMA
1153,144212823,66678,CC1=CC2=C(C=C1)NCCC2,Inconclusive,30,inconclusive agonist,active agonist,,19.79094832,inactive,,0,TCI
1154,144213768,14138,CCCCCCCOC(=O)C1=CC=C(C=C1)O,Inconclusive,30,inconclusive agonist,active agonist,,19.95506517,inactive,,0,Alfa Aesar
1155,144207524,10867,C1=CC=C(C=C1)CSCC2=CC=CC=C2,Inconclusive,30,inconclusive agonist,active agonist,,16.78953321,inactive,,0,SIGMA
1156,144208460,68570,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@H]2O)CCC4=C3C=CC(=C4)O,Inconclusive,30,inconclusive agonist,active agonist,,18.59423597,inactive,,0,SigmaAldrich
1157,144211214,54745,CCCCCCC(C)OC(=O)COC1=NC(=C(C(=C1Cl)N)Cl)F,Inconclusive,30,inconclusive agonist,active agonist,,18.51650564,inactive,,0,SIGMA
1158,144211483,47938,CCOC(=O)C(C)OC1=CC=C(C=C1)OC2=NC3=C(O2)C=C(C=C3)Cl,Inconclusive,30,inconclusive agonist,active agonist,,17.21807847,inactive,,0,SIGMA
1159,144212351,445070,CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C,Inconclusive,30,inconclusive agonist,active agonist,,16.96091839,inactive,,0,Acros
1160,144213258,9880,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)[C@@H]5C[C@@H]5[C@]34C)Cl)C)OC(=O)C,Inconclusive,30,inconclusive agonist,active agonist,,16.76896108,inactive,,0,LightBiologicals
1161,144209004,727200,C1CCC(CC1)NC(=S)NC2CCCCC2,Inconclusive,30,inconclusive agonist,active agonist,,16.07133227,inactive,,0,SIGMA
1162,144209564,15817,CCCCOCNC(=O)C=C,Inconclusive,30,inconclusive agonist,active agonist,,18.93044197,inactive,,0,SIGMA
1163,144210039,68236,CC1=NC2=CC=CC=C2C(=O)O1,Inconclusive,30,inconclusive agonist,active agonist,,17.68536954,inactive,,0,SIGMA
